Rank_Number,Protein_Name,x_OfSpectra_20191003_Yeast_QEHFx_200ng_450nl_80min_01_191004,x_OfSpectra_20191003_Yeast_QEHFx_200ng_450nl_80min_04_191004,x_OfSpectra_20191004_Yeast_QEHFx_200ng_450nl_80min_01_191004,Max_x_OfSpectra,Sum_x_OfSpectra,x_AA_sInProtein,Contaminant
1626,>sp|Q03778|RIFK_YEAST Riboflavin kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMN1 PE=1 SV=1,1,-Inf,1,1,2,1,0
1627,>sp|Q03790|NUP53_YEAST Nucleoporin NUP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP53 PE=1 SV=1,1,-Inf,1,1,2,1,0
1628,>sp|Q03835|GLRX3_YEAST Monothiol glutaredoxin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX3 PE=1 SV=2,-Inf,-Inf,4,4,4,-Inf,0
1629,>sp|Q03862|ARX1_YEAST Probable metalloprotease ARX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARX1 PE=1 SV=1,8,7,9,9,24,8,0
1630,>sp|Q03921|DOP1_YEAST Protein dopey OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOP1 PE=1 SV=1,2,-Inf,5,5,7,2,0
1631,>sp|Q03940|RUVB1_YEAST RuvB-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RVB1 PE=1 SV=1,7,7,10,10,24,7,0
1632,>sp|Q03973|HMO1_YEAST High mobility group protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMO1 PE=1 SV=1,1,2,5,5,8,1,0
1633,>sp|Q04062|RPN9_YEAST 26S proteasome regulatory subunit RPN9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN9 PE=1 SV=1,8,11,17,17,36,8,0
1634,>sp|Q04066|KFA_YEAST Kynurenine formamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNA7 PE=1 SV=1,1,-Inf,1,1,2,1,0
1635,>sp|Q04067|EIF3G_YEAST Eukaryotic translation initiation factor 3 subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF35 PE=1 SV=1,9,8,9,9,26,9,0
1636,>sp|Q04080|GPI17_YEAST GPI transamidase component GPI17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPI17 PE=1 SV=1,2,-Inf,3,3,5,2,0
1637,>sp|Q04119|PPN1_YEAST Endopolyphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPN1 PE=1 SV=1,2,1,3,3,6,2,0
1638,>sp|Q04120|TSA2_YEAST Peroxiredoxin TSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TSA2 PE=1 SV=3,2,1,3,3,6,2,0
1639,>sp|Q04170|YD391_YEAST Uncharacterized protein YDR391C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR391C PE=1 SV=1,2,-Inf,1,2,3,2,0
1640,>sp|Q04175|SXM1_YEAST Importin beta SMX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SXM1 PE=1 SV=1,4,5,6,6,15,4,0
1641,>sp|Q04178|HPRT_YEAST Hypoxanthine-guanine phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HPT1 PE=1 SV=1,8,9,12,12,29,8,0
1642,>sp|Q04182|PDR15_YEAST ATP-dependent permease PDR15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDR15 PE=1 SV=1,10,12,21,21,43,10,0
1643,>sp|Q04214|YM13B_YEAST Transposon Ty1-MR1 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1B-MR1 PE=1 SV=2,1,3,3,3,7,1,0
1644,>sp|Q04225|RRB1_YEAST Ribosome assembly protein RRB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRB1 PE=1 SV=1,3,2,7,7,12,3,0
1645,>sp|Q04228|UBX2_YEAST UBX domain-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBX2 PE=1 SV=1,2,1,3,3,6,2,0
1646,>sp|Q04279|SEG1_YEAST Eisosome protein SEG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEG1 PE=1 SV=1,-Inf,-Inf,5,5,5,-Inf,0
1647,>sp|Q04304|YMY0_YEAST UPF0659 protein YMR090W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR090W PE=1 SV=1,7,8,7,8,22,7,0
1648,>sp|Q04311|VMS1_YEAST Protein VMS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMS1 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1649,>sp|Q04336|YM54_YEAST Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR196W PE=1 SV=1,10,12,24,24,46,10,0
1650,>sp|Q04338|VTI1_YEAST t-SNARE VTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTI1 PE=1 SV=3,3,2,2,3,7,3,0
1651,>sp|Q04344|HNT1_YEAST Hit family protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HNT1 PE=1 SV=2,2,4,6,6,12,2,0
1652,>sp|Q04371|ARMT1_YEAST Protein-glutamate O-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR027W PE=1 SV=1,10,6,12,12,28,10,0
1653,>sp|Q04372|TAP42_YEAST Type 2A phosphatase-associated protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAP42 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1654,>sp|Q04373|PUF6_YEAST Pumilio homology domain family member 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUF6 PE=1 SV=1,2,2,3,3,7,2,0
1655,>sp|Q04401|SDHF3_YEAST Succinate dehydrogenase assembly factor 3- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDH7 PE=1 SV=1,1,1,1,1,3,1,0
1656,>sp|Q04409|EMI2_YEAST Putative glucokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMI2 PE=1 SV=1,16,15,17,17,48,16,0
1657,>sp|Q04410|GRH1_YEAST GRASP65 homolog protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRH1 PE=1 SV=1,1,-Inf,3,3,4,1,0
1658,>sp|Q04430|PANK_YEAST Pantothenate kinase CAB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAB1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1659,>sp|Q04432|HSP31_YEAST Glutathione-independent glyoxalase HSP31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP31 PE=1 SV=1,1,1,4,4,6,1,0
1660,>sp|Q04438|SPG4_YEAST Stationary phase protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPG4 PE=1 SV=1,4,9,9,9,22,4,0
1661,>sp|Q04439|MYO5_YEAST Myosin-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MYO5 PE=1 SV=1,5,4,6,6,15,5,0
1662,>sp|Q04458|HFD1_YEAST Fatty aldehyde dehydrogenase HFD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HFD1 PE=1 SV=1,3,4,9,9,16,3,0
1663,>sp|Q04491|SEC13_YEAST Protein transport protein SEC13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC13 PE=1 SV=1,1,7,11,11,19,1,0
1664,>sp|Q04493|PFD5_YEAST Prefoldin subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIM5 PE=1 SV=1,1,-Inf,3,3,4,1,0
1665,>sp|Q04600|TMA64_YEAST Translation machinery-associated protein 64 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA64 PE=1 SV=1,2,1,1,2,4,2,0
1666,>sp|Q04602|VBA4_YEAST Vacuolar basic amino acid transporter 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VBA4 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1667,>sp|Q04603|DPB4_YEAST DNA polymerase epsilon subunit D OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPB4 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1668,>sp|Q04636|POB3_YEAST FACT complex subunit POB3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POB3 PE=1 SV=1,3,7,9,9,19,3,0
1669,>sp|Q04651|ERV41_YEAST ER-derived vesicles protein ERV41 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERV41 PE=1 SV=1,4,-Inf,4,4,8,4,0
1670,>sp|Q04660|ERB1_YEAST Ribosome biogenesis protein ERB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERB1 PE=1 SV=1,3,2,2,3,7,3,0
1671,>sp|Q04697|GSF2_YEAST Glucose-signaling factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSF2 PE=1 SV=1,9,7,16,16,32,9,0
1672,>sp|Q04728|ARGJ_YEAST Arginine biosynthesis bifunctional protein ArgJ- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG7 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1673,>sp|Q04739|GAL83_YEAST SNF1 protein kinase subunit beta-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAL83 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1674,>sp|Q04767|TVP18_YEAST Golgi apparatus membrane protein TVP18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TVP18 PE=1 SV=1,2,2,3,3,7,2,0
1675,>sp|Q04773|YMW4_YEAST Uncharacterized protein YMR074C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR074C PE=1 SV=1,3,5,4,5,12,3,0
1676,>sp|Q04792|DCE_YEAST Glutamate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAD1 PE=1 SV=1,3,3,6,6,12,3,0
1677,>sp|Q04869|YM94_YEAST Uncharacterized protein YMR315W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR315W PE=1 SV=1,8,9,19,19,36,8,0
1678,>sp|Q04894|ADH6_YEAST NADP-dependent alcohol dehydrogenase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH6 PE=1 SV=1,12,9,15,15,36,12,0
1679,>sp|Q08985|SAM4_YEAST Homocysteine S-methyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM4 PE=1 SV=1,5,-Inf,10,10,15,5,0
1679,>sp|Q04898|YM99_YEAST Putative uncharacterized protein YMR321C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR321C PE=4 SV=1,-Inf,3,-Inf,3,3,-Inf,0
1680,>sp|Q04934|IVY1_YEAST Protein IVY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IVY1 PE=1 SV=1,3,-Inf,-Inf,3,3,3,0
1681,>sp|Q04935|COX20_YEAST Cytochrome c oxidase assembly protein COX20- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX20 PE=1 SV=1,1,1,4,4,6,1,0
1682,>sp|Q04947|RTN1_YEAST Reticulon-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTN1 PE=1 SV=1,16,17,24,24,57,16,0
1683,>sp|Q04958|NTE1_YEAST Lysophospholipase NTE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NTE1 PE=1 SV=1,-Inf,2,-Inf,2,2,-Inf,0
1684,>sp|Q04964|SML1_YEAST Ribonucleotide reductase inhibitor protein SML1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SML1 PE=1 SV=1,2,2,1,2,5,2,0
1685,>sp|Q04969|SPC2_YEAST Signal peptidase complex subunit SPC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC2 PE=1 SV=1,1,-Inf,1,1,2,1,0
1686,>sp|Q05015|FSH2_YEAST Family of serine hydrolases 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FSH2 PE=1 SV=1,-Inf,1,-Inf,1,1,-Inf,0
1687,>sp|Q05016|YM71_YEAST NADP-dependent 3-hydroxy acid dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR226C PE=1 SV=1,11,7,13,13,31,11,0
1688,>sp|Q05022|RRP5_YEAST rRNA biogenesis protein RRP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP5 PE=1 SV=1,29,19,26,29,74,29,0
1689,>sp|Q05029|BCH1_YEAST Protein BCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCH1 PE=1 SV=1,2,2,4,4,8,2,0
1690,>sp|Q05031|DFG5_YEAST Mannan endo-1-6-alpha-mannosidase DFG5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DFG5 PE=1 SV=1,-Inf,1,-Inf,1,1,-Inf,0
1691,>sp|Q05040|FAR8_YEAST Factor arrest protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAR8 PE=1 SV=1,1,3,1,3,5,1,0
1692,>sp|Q05050|EIS1_YEAST Eisosome protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EIS1 PE=1 SV=1,26,17,27,27,70,26,0
1693,>sp|Q05123|ARP9_YEAST Actin-like protein ARP9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP9 PE=1 SV=1,2,1,4,4,7,2,0
1694,>sp|Q05359|ERP1_YEAST Protein ERP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERP1 PE=1 SV=1,3,3,5,5,11,3,0
1695,>sp|Q05506|SYRC_YEAST Arginine--tRNA ligase- cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR341C PE=1 SV=1,26,21,37,37,84,26,0
1696,>sp|Q05515|SVF1_YEAST Survival factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SVF1 PE=1 SV=1,3,4,4,4,11,3,0
1697,>sp|Q05518|PAL1_YEAST Protein PAL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAL1 PE=1 SV=1,-Inf,-Inf,5,5,5,-Inf,0
1698,>sp|Q05543|RT103_YEAST Regulator of Ty1 transposition protein 103 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTT103 PE=1 SV=1,2,2,2,2,6,2,0
1699,>sp|Q05567|SGPL_YEAST Sphingosine-1-phosphate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPL1 PE=1 SV=1,2,4,6,6,12,2,0
1700,>sp|Q05580|HEL2_YEAST E3 ubiquitin-protein ligase HEL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEL2 PE=1 SV=1,1,2,-Inf,2,3,1,0
1701,>sp|Q05583|CIAO1_YEAST Cytosolic iron-sulfur protein assembly protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIA1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1702,>sp|Q05584|GLO2_YEAST Hydroxyacylglutathione hydrolase- cytoplasmic isozyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLO2 PE=1 SV=1,3,6,5,6,14,3,0
1703,>sp|Q05636|RRP45_YEAST Exosome complex component RRP45 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP45 PE=1 SV=1,-Inf,2,2,2,4,-Inf,0
1704,>sp|Q05775|EIF3J_YEAST Eukaryotic translation initiation factor 3 subunit J OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HCR1 PE=1 SV=1,9,10,9,10,28,9,0
1705,>sp|Q05778|POC1_YEAST Proteasome chaperone 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PBA1 PE=1 SV=2,1,-Inf,2,2,3,1,0
1706,>sp|Q05785|ENT2_YEAST Epsin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENT2 PE=1 SV=1,3,5,6,6,14,3,0
1707,>sp|Q05788|PNPH_YEAST Purine nucleoside phosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNP1 PE=1 SV=1,4,2,4,4,10,4,0
1708,>sp|Q05809|COA4_YEAST Cytochrome oxidase assembly factor 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COA4 PE=1 SV=2,1,-Inf,-Inf,1,1,1,0
1709,>sp|Q05812|MSC3_YEAST Meiotic sister-chromatid recombination protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSC3 PE=1 SV=1,-Inf,2,2,2,4,-Inf,0
1710,>sp|Q05905|HRI1_YEAST Protein HRI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HRI1 PE=1 SV=1,7,10,10,10,27,7,0
1711,>sp|Q05911|PUR8_YEAST Adenylosuccinate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE13 PE=1 SV=1,31,29,40,40,100,31,0
1712,>sp|Q05933|ARPC3_YEAST Actin-related protein 2/3 complex subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC18 PE=1 SV=1,5,4,5,5,14,5,0
1713,>sp|Q05946|UTP13_YEAST U3 small nucleolar RNA-associated protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP13 PE=1 SV=1,1,1,1,1,3,1,0
1714,>sp|Q05948|YL225_YEAST Uncharacterized SVF1-like protein YLR225C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR225C PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1715,>sp|Q05979|KYNU_YEAST Kynureninase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNA5 PE=1 SV=1,2,-Inf,2,2,4,2,0
1716,>sp|Q06010|STE23_YEAST A-factor-processing enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE23 PE=1 SV=2,-Inf,2,3,3,5,-Inf,0
1717,>sp|Q06089|YP098_YEAST Uncharacterized mitochondrial outer membrane protein YPR098C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR098C PE=1 SV=2,3,1,2,3,6,3,0
1718,>sp|Q06103|RPN7_YEAST 26S proteasome regulatory subunit RPN7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN7 PE=1 SV=3,11,10,9,11,30,11,0
1719,>sp|Q06106|MRD1_YEAST Multiple RNA-binding domain-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRD1 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1720,>sp|Q06107|YP114_YEAST Uncharacterized TLC domain-containing protein YPR114W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR114W PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1721,>sp|Q06108|RGC1_YEAST Regulator of the glycerol channel 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RGC1 PE=1 SV=1,-Inf,-Inf,3,3,3,-Inf,0
1722,>sp|Q06142|IMB1_YEAST Importin subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAP95 PE=1 SV=1,3,3,6,6,12,3,0
1723,>sp|Q06143|DIC1_YEAST Mitochondrial dicarboxylate transporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIC1 PE=1 SV=1,1,-Inf,2,2,3,1,0
1724,>sp|Q06146|YL257_YEAST Uncharacterized protein YLR257W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR257W PE=1 SV=1,10,8,9,10,27,10,0
1725,>sp|Q06151|DCPS_YEAST m7GpppX diphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DCS1 PE=1 SV=1,12,5,23,23,40,12,0
1726,>sp|Q06169|PEX30_YEAST Peroxisomal membrane protein PEX30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX30 PE=1 SV=1,8,5,5,8,18,8,0
1727,>sp|Q06177|TMA10_YEAST Translation machinery-associated protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA10 PE=1 SV=3,10,6,7,10,23,10,0
1728,>sp|Q06178|NMA1_YEAST Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMA1 PE=1 SV=1,-Inf,-Inf,3,3,3,-Inf,0
1729,>sp|Q06205|FKBP4_YEAST FK506-binding protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FPR4 PE=1 SV=1,6,4,6,6,16,6,0
1730,>sp|Q06214|JIP5_YEAST WD repeat-containing protein JIP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=JIP5 PE=1 SV=2,-Inf,-Inf,1,1,1,-Inf,0
1731,>sp|Q06217|SMD2_YEAST Small nuclear ribonucleoprotein Sm D2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMD2 PE=1 SV=2,-Inf,1,-Inf,1,1,-Inf,0
1732,>sp|Q06218|DBP9_YEAST ATP-dependent RNA helicase DBP9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBP9 PE=1 SV=1,-Inf,3,2,3,5,-Inf,0
1733,>sp|Q06251|YL177_YEAST Uncharacterized protein YLR177W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR177W PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1734,>sp|Q06252|YL179_YEAST Uncharacterized protein YLR179C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR179C PE=1 SV=1,10,8,13,13,31,10,0
1735,>sp|Q06287|NEP1_YEAST Ribosomal RNA small subunit methyltransferase NEP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMG1 PE=1 SV=1,2,3,5,5,10,2,0
1736,>sp|Q06336|GGA1_YEAST ADP-ribosylation factor-binding protein GGA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GGA1 PE=1 SV=1,3,2,6,6,11,3,0
1737,>sp|Q06337|EAF1_YEAST Chromatin modification-related protein EAF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EAF1 PE=1 SV=2,2,-Inf,-Inf,2,2,2,0
1738,>sp|Q06338|BCP1_YEAST Protein BCP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCP1 PE=1 SV=1,2,1,-Inf,2,3,2,0
1739,>sp|Q06344|ESF1_YEAST Pre-rRNA-processing protein ESF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESF1 PE=1 SV=1,-Inf,1,3,3,4,-Inf,0
1740,>sp|Q06346|KEI1_YEAST Inositol phosphorylceramide synthase regulatory subunit KEI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KEI1 PE=1 SV=2,3,-Inf,2,3,5,3,0
1741,>sp|Q06385|VPS74_YEAST Vacuolar protein sorting-associated protein 74 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS74 PE=1 SV=1,3,2,7,7,12,3,0
1742,>sp|Q06405|ATPK_YEAST ATP synthase subunit f- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP17 PE=1 SV=1,1,-Inf,1,1,2,1,0
1743,>sp|Q06406|LSM6_YEAST U6 snRNA-associated Sm-like protein LSm6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSM6 PE=1 SV=2,1,2,5,5,8,1,0
1744,>sp|Q06440|CORO_YEAST Coronin-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CRN1 PE=1 SV=1,6,8,23,23,37,6,0
1745,>sp|Q06449|PIN3_YEAST [PSI+] inducibility protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIN3 PE=1 SV=1,4,3,7,7,14,4,0
1746,>sp|Q06451|TPO3_YEAST Polyamine transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPO3 PE=1 SV=1,2,2,-Inf,2,4,2,0
1747,>sp|Q06485|ATG33_YEAST Autophagy-related protein 33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG33 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1748,>sp|Q06489|MTNA_YEAST Methylthioribose-1-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRI1 PE=1 SV=1,3,2,7,7,12,3,0
1749,>sp|Q06493|YLH47_YEAST LETM1 domain-containing protein YLH47- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLH47 PE=1 SV=1,-Inf,-Inf,3,3,3,-Inf,0
1750,>sp|Q06494|PLR1_YEAST Putative pyridoxal reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR127W PE=1 SV=1,8,8,8,8,24,8,0
